ENROLMENT_ASN,ENROLMENT_SCHOOL_CODE,ENROLMENT_SCHOOL_YEAR,ENROLMENT_COURSE_CODE,ENROLMENT_ENTRY_DATE,ENROLMENT_EXIT_DATE
031031520,0590,2023,CON2050,25-APR-23,27-JUN-23
031031520,0590,2023,MAT2793,31-AUG-22,27-JAN-23
031031520,0590,2023,HSS1080,20-OCT-22,27-JAN-23
031031520,0590,2024,INF1070,14-FEB-24,26-JUN-24
031031520,0590,2023,CON2060,15-MAY-23,27-JUN-23
031031520,0590,2022,CTR1010,21-DEC-21,28-JUN-22
031031520,0590,2023,SCN2288,07-SEP-22,27-JAN-23
031031520,0590,2023,SST2772,31-JAN-23,27-JUN-23
031031520,0590,2024,CON3060,07-DEC-23,30-JAN-24
031031520,0590,2022,SCN1270,31-JAN-22,28-JUN-22
031031520,0590,2022,CON1070,28-SEP-21,28-JAN-22
031031520,0590,2024,CON3030,17-OCT-23,30-JAN-24
031031520,0590,2022,CON1010,09-SEP-21,28-JAN-22
031031520,0590,2022,CON1130,28-SEP-21,28-JAN-22
031031520,0590,2023,WLD1080,13-MAR-23,27-JUN-23
031031520,0590,2024,INF2050,14-FEB-24,26-JUN-24
031031520,0590,2023,WLD1060,14-SEP-22,27-JAN-23
031031520,0590,2023,CSE1120,24-OCT-22,27-JAN-23
031031520,0590,2022,FAB1010,05-APR-22,28-JUN-22
031031520,0590,2022,MEC1040,09-MAY-22,28-JUN-22
031031520,0590,2023,CON2120,31-MAY-23,27-JUN-23
031031520,0590,2024,INF1030,14-FEB-24,26-JUN-24
031031520,0590,2024,INF1060,14-FEB-24,26-JUN-24
031031520,0590,2023,CON2035,13-FEB-23,27-JUN-23
031031520,0590,2022,MEC1015,03-MAR-22,28-JUN-22
031031520,0590,2022,ELA1104,31-AUG-21,28-JAN-22
031031520,0590,2023,ELT2140,21-NOV-22,27-JAN-23
031031520,0590,2024,ELA3104,05-SEP-23,30-JAN-24
031031520,0590,2022,HCS3000,31-AUG-21,28-JUN-22
031031520,0590,2023,PED0770,31-AUG-22,27-JUN-23
031031520,0590,2024,CON3050,15-NOV-23,30-JAN-24
031031520,0590,2022,MEC1910,11-FEB-22,28-JUN-22
031031520,0590,2024,MAT3793,05-SEP-23,30-JAN-24
031031520,0590,2023,HCS3040,14-JUN-23,27-JUN-23
031031520,0590,2024,CON3070,15-SEP-23,30-JAN-24
031478911,1108,2022,PED0770,03-NOV-21,28-JAN-22
031478911,1108,2022,SST1771,31-AUG-21,01-OCT-21
031478911,1108,2024,WLD1050,11-JAN-24,30-JAN-24
031478911,1108,2022,SCN1270,31-JAN-22,10-MAY-22
031478911,1108,2023,PED2445,31-JAN-23,27-JUN-23
031478911,1108,2022,MEC1020,21-MAR-22,28-JUN-22
031478911,1108,2024,SST2772,31-JAN-24,26-JUN-24
031478911,1108,2024,WLD1130,11-OCT-23,30-JAN-24
031478911,1108,2022,FOD2100,27-OCT-21,28-JAN-22
031478911,1108,2024,PED3445,31-JAN-24,26-JUN-24
031478911,1108,2022,PED1445,04-OCT-21,28-JAN-22
031478911,1108,2022,MAT1793,31-AUG-21,28-JAN-22
031478911,1108,2023,FOD2070,13-FEB-23,27-JUN-23
031478911,1108,2022,MEC1015,07-FEB-22,28-JUN-22
031478911,1108,2022,MEC1110,02-MAY-22,28-JUN-22
031478911,1108,2022,FOD1010,09-SEP-21,28-JAN-22
031478911,1108,2022,FOD1020,09-SEP-21,28-JAN-22
031478911,1108,2024,WLD1060,15-SEP-23,30-JAN-24
031478911,1108,2024,WLD1010,11-OCT-23,30-JAN-24
031478911,1108,2023,ELA1104,02-FEB-23,27-JUN-23
031478911,1108,2022,MEC1040,26-MAY-22,28-JUN-22
031478911,1108,2022,FOD2180,01-OCT-21,28-JAN-22
031478911,1108,2024,SST1772,05-SEP-23,30-JAN-24
031478911,1108,2023,SST1772,31-AUG-22,27-JAN-23
031478911,1108,2022,SST1772,04-OCT-21,28-JAN-22
031478911,1108,2022,ELA1104,31-JAN-22,28-JUN-22
031478911,1108,2022,FOD1060,18-NOV-21,28-JAN-22
031478911,1108,2024,MAT2793,05-SEP-23,30-JAN-24
031478911,1108,2023,ELA1104,31-AUG-22,27-JAN-23
031478911,1108,2023,FOD2050,06-MAR-23,27-JUN-23
031478911,1108,2024,WLD1100,05-SEP-23,30-JAN-24
031478911,1108,2022,COM1005,08-MAR-22,28-JUN-22
031478911,1108,2023,SCN1288,31-AUG-22,27-JAN-23
031478911,2239,2023,SST1772,02-FEB-23,07-JUN-23
031478911,1108,2024,ELA1104,05-SEP-23,30-JAN-24
031478911,1108,2023,LDC1092,31-AUG-22,30-NOV-22
031478911,1108,2022,FOD2060,13-DEC-21,28-JAN-22
031478911,1108,2024,ELA2104,31-JAN-24,26-JUN-24
031478911,1108,2022,PED1445,31-AUG-21,01-OCT-21
031478911,1108,2023,MAT2793,31-JAN-23,27-JUN-23
035279943,0590,2022,SCN1270,31-AUG-21,28-JAN-22
035279943,0590,2024,MAT3791,05-SEP-23,27-SEP-23
035279943,0590,2022,MAT1791,31-JAN-22,28-JUN-22
035279943,0590,2022,SST1772,31-AUG-21,28-JAN-22
035279943,0590,2022,PED1445,31-AUG-21,28-JAN-22
035279943,0590,2022,ELA1105,31-JAN-22,28-JUN-22
035279943,0590,2024,SST3772,05-SEP-23,27-SEP-23
035279943,0590,2023,FNA2425,31-JAN-23,27-JUN-23
035279943,0590,2022,SCN2231,31-JAN-22,28-JUN-22
035279943,0590,2023,ELA2105,31-AUG-22,27-JAN-23
035279943,0590,2023,PED2445,31-AUG-22,27-JAN-23
035279943,0590,2022,CTR1010,21-DEC-21,28-JUN-22
035279943,0590,2023,SST2772,31-JAN-23,27-JUN-23
035279943,0590,2022,FNA1400,31-AUG-21,28-JAN-22
035279943,0590,2023,SCN3230,31-JAN-23,27-JUN-23
035279943,0590,2023,REC1050,30-MAY-23,27-JUN-23
035279943,0590,2022,FNA1425,31-JAN-22,28-JUN-22
035279943,0590,2023,REC1040,03-FEB-23,27-JUN-23
035279943,0590,2023,REC1045,15-MAR-23,27-JUN-23
035279943,0590,2023,REC2040,18-MAY-23,27-JUN-23
035279943,0590,2023,FNA2400,31-AUG-22,27-JAN-23
035279943,0590,2022,HCS3000,31-AUG-21,28-JUN-22
035279943,0590,2023,MAT2791,31-AUG-22,27-JAN-23
035279943,0590,2023,PED0770,31-AUG-22,27-JUN-23
035279943,0590,2023,REC2010,15-MAR-23,27-JUN-23
035279943,2239,2024,ELA3105,29-SEP-23,
051750157,1108,2024,LDC1599,08-FEB-24,26-JUN-24
051750157,1108,2024,FOD1010,12-FEB-24,26-JUN-24
051750157,1108,2024,SST2772,05-SEP-23,30-JAN-24
051750157,1108,2023,PED2445,20-APR-23,27-JUN-23
051750157,1108,2024,SST3772,31-JAN-24,26-JUN-24
051750157,1108,2023,PED0770,20-APR-23,27-JUN-23
051750157,1108,2024,MEC1150,11-JAN-24,30-JAN-24
051750157,1108,2024,MEC1040,04-DEC-23,30-JAN-24
051750157,1108,2024,ELA2104,05-SEP-23,30-JAN-24
051750157,1108,2024,MEC1110,08-JAN-24,30-JAN-24
051750157,2239,2023,SCN2288,24-APR-23,23-MAY-23
051750157,1108,2023,LDC1599,20-APR-23,27-JUN-23
051750157,1108,2024,ELA3104,31-JAN-24,26-JUN-24
051750157,1108,2024,MEC1020,02-NOV-23,30-JAN-24
051750157,1108,2023,ELA2104,20-APR-23,27-JUN-23
051750157,1108,2024,MEC1015,05-SEP-23,30-JAN-24
051750157,1108,2024,FOD1020,12-FEB-24,26-JUN-24
051750157,1108,2024,LDC1092,05-SEP-23,02-OCT-23
051750157,1108,2023,MAT2793,20-APR-23,27-JUN-23
051750157,2239,2024,SCN2288,23-NOV-23,26-JUN-24
014945159,1108,2022,PED0770,03-NOV-21,28-JAN-22
014945159,1108,2023,HSS1020,27-JAN-23,27-JAN-23
014945159,1108,2022,SCN1270,31-JAN-22,28-JUN-22
014945159,1108,2022,WLD1060,28-FEB-22,28-JUN-22
014945159,1108,2024,SCN3270,31-JAN-24,26-JUN-24
014945159,1108,2024,SST3772,31-JAN-24,26-JUN-24
014945159,1108,2022,PED1445,31-AUG-21,28-JAN-22
014945159,1108,2023,SST2772,31-AUG-22,27-JAN-23
014945159,1108,2023,HSS1010,07-OCT-22,27-JAN-23
014945159,1108,2023,REC1040,19-JAN-23,27-JAN-23
014945159,1108,2022,SSN2171,03-FEB-22,28-JUN-22
014945159,1108,2023,HCS1050,02-DEC-22,27-JAN-23
014945159,1108,2022,SSN2172,11-MAY-22,28-JUN-22
014945159,1108,2024,ELA3105,05-SEP-23,03-OCT-23
014945159,1108,2024,ELA3105,31-JAN-24,26-JUN-24
014945159,1108,2022,ELA1105,31-AUG-21,28-JAN-22
014945159,1108,2022,MAT1791,31-JAN-22,28-JUN-22
014945159,2239,2024,ELA3105,08-NOV-23,18-JAN-24
014945159,1108,2022,SST1772,31-AUG-21,28-JAN-22
014945159,1108,2023,MAT2792,31-AUG-22,27-JAN-23
014945159,1108,2024,HCS3000,05-SEP-23,30-JAN-24
014945159,1108,2023,SCN2796,01-FEB-23,27-JUN-23
014945159,1108,2023,ELA2105,31-JAN-23,27-JUN-23
014945159,1108,2022,TOU1010,23-JUN-22,28-JUN-22
014945159,1108,2022,CON1010,17-SEP-21,28-JAN-22
014945159,1108,2022,CON1120,22-OCT-21,28-JAN-22
014945159,1108,2022,CON1140,15-DEC-21,28-JAN-22
014945159,1108,2022,WLD1130,18-MAY-22,28-JUN-22
014945159,1108,2023,SCN2231,31-JAN-23,27-JUN-23
014945159,1108,2023,SCN2270,31-AUG-22,27-JAN-23
014945159,1108,2023,REC1050,21-DEC-22,27-JAN-23
014945159,1108,2022,WLD1010,17-MAY-22,28-JUN-22
014945159,1108,2022,CON1130,08-NOV-21,28-JAN-22
038526316,0590,2022,PED1445,31-JAN-22,28-JUN-22
038526316,0590,2022,MEC1015,07-OCT-21,28-JAN-22
038526316,0590,2023,CON3050,06-DEC-22,27-JAN-23
038526316,0590,2023,SCN2797,31-AUG-22,27-JAN-23
038526316,0590,2024,LDC3256,31-JAN-24,26-JUN-24
038526316,0590,2023,CON2050,06-DEC-22,27-JAN-23
038526316,0590,2022,SST1772,31-JAN-22,28-JUN-22
038526316,0590,2022,CON1120,03-NOV-21,28-JAN-22
038526316,0590,2023,CON3090,06-DEC-22,27-JAN-23
038526316,0590,2022,MEC3010,13-DEC-21,28-JAN-22
038526316,0590,2023,ELA2105,31-JAN-23,27-JUN-23
038526316,0590,2022,SCN1270,31-JAN-22,28-JUN-22
038526316,0590,2022,CON1130,28-SEP-21,28-JAN-22
038526316,0590,2023,CON2060,06-DEC-22,27-JAN-23
038526316,0590,2022,CTR1010,28-JAN-22,28-JUN-22
038526316,0590,2022,CON1010,09-SEP-21,28-JAN-22
038526316,0590,2022,MEC1040,03-NOV-21,28-JAN-22
038526316,0590,2024,LDC2256,31-JAN-24,26-JUN-24
038526316,0590,2022,MEC1010,10-SEP-21,28-JAN-22
038526316,0590,2024,SCN3230,31-JAN-24,26-JUN-24
038526316,0590,2024,SST3772,05-SEP-23,30-JAN-24
038526316,0590,2022,LDC1289,31-JAN-22,28-JUN-22
038526316,0590,2023,CON3060,06-DEC-22,27-JAN-23
038526316,0590,2022,MAT1791,31-AUG-21,28-JAN-22
038526316,0590,2023,CON3030,14-NOV-22,27-JAN-23
038526316,0590,2023,MAT2792,12-OCT-22,27-JAN-23
038526316,0590,2023,CON2120,06-DEC-22,27-JAN-23
038526316,0590,2024,MAT3792,05-SEP-23,30-JAN-24
038526316,0590,2022,ELA1105,31-AUG-21,28-JAN-22
038526316,0590,2023,SST2772,31-JAN-23,27-JUN-23
038526316,0590,2023,SCN2231,31-JAN-23,27-JUN-23
038526316,0590,2022,CON1070,28-SEP-21,28-JAN-22
038526316,0590,2024,LDC1568,31-JAN-24,26-JUN-24
038526316,0590,2024,ELA3105,05-SEP-23,30-JAN-24
038526316,0590,2022,HCS3000,31-AUG-21,28-JUN-22
038526316,0590,2023,CON2045,20-OCT-22,27-JAN-23
038526316,0590,2023,MAT2791,31-AUG-22,11-OCT-22
038526316,0590,2023,PED0770,31-AUG-22,27-JUN-23
038526316,0590,2022,CON1140,12-OCT-21,28-JAN-22
038526316,0590,2022,FAB1010,18-OCT-21,28-JAN-22
038526316,0590,2023,CON2035,20-OCT-22,27-JAN-23
016574239,1101,2024,RAP4160,22-DEC-23,30-JAN-24
016574239,1101,2022,WLD1130,08-NOV-21,28-JAN-22
016574239,1101,2022,ELA1104,31-JAN-22,28-JUN-22
016574239,1101,2022,INF2020,31-AUG-21,02-NOV-21
016574239,1101,2024,RAP5160,22-DEC-23,30-JAN-24
016574239,1101,2023,REC1020,20-SEP-22,27-JAN-23
016574239,1101,2022,PED0770,31-AUG-21,02-NOV-21
016574239,1101,2023,CON1070,20-SEP-22,27-JAN-23
016574239,1101,2023,CON2045,19-SEP-22,27-JAN-23
016574239,1101,2023,HCS1050,20-SEP-22,27-JAN-23
016574239,1101,2022,LDC2256,28-APR-22,28-JUN-22
016574239,1101,2022,INF1060,31-AUG-21,28-OCT-21
016574239,1101,2023,REC1030,23-NOV-22,27-JAN-23
016574239,1101,2024,ELA3104,05-SEP-23,30-JAN-24
016574239,1101,2022,CTR1010,31-AUG-21,02-NOV-21
016574239,1101,2022,CON1010,07-SEP-21,02-NOV-21
016574239,1101,2022,WLD1060,08-NOV-21,28-JAN-22
016574239,1101,2022,SST1772,31-AUG-21,28-JAN-22
016574239,1101,2023,SCN1288,31-AUG-22,27-JAN-23
016574239,1101,2023,REC2020,16-DEC-22,27-JAN-23
016574239,1101,2022,PED1445,31-JAN-22,27-APR-22
016574239,1101,2023,MAT2793,31-AUG-22,27-JAN-23
016574239,1101,2023,SCN2288,31-JAN-23,27-JUN-23
016574239,1101,2022,CON1160,22-OCT-21,02-NOV-21
016574239,1101,2022,AGR3000,01-FEB-22,14-APR-22
016574239,1101,2024,OTH3998,13-DEC-23,30-JAN-24
016574239,1101,2022,HSS1010,08-NOV-21,28-JAN-22
016574239,1101,2022,FOD1010,09-FEB-22,14-APR-22
016574239,1101,2022,SCN1270,31-JAN-22,28-JUN-22
016574239,1101,2022,HSS1100,08-NOV-21,28-JAN-22
016574239,1101,2024,SST3772,06-SEP-23,30-JAN-24
016574239,1101,2023,CON2050,19-SEP-22,27-JAN-23
016574239,1101,2022,CON1130,04-OCT-21,02-NOV-21
016574239,1101,2024,SCN1270,31-JAN-24,26-JUN-24
016574239,1101,2023,HSS1010,12-SEP-22,27-JAN-23
016574239,1101,2022,OTH1998,01-NOV-21,28-JAN-22
016574239,1101,2022,CTR3010,01-FEB-22,14-APR-22
016574239,1101,2023,CON1910,24-NOV-22,27-JAN-23
016574239,1101,2022,SST1772,25-FEB-22,28-JUN-22
016574239,1101,2022,HSS2040,08-NOV-21,28-JAN-22
016574239,1101,2022,CTR2010,01-FEB-22,14-APR-22
016574239,1101,2022,MAT1793,31-AUG-21,28-JAN-22
016574239,1101,2023,LDC1092,31-JAN-23,12-MAY-23
016574239,1101,2023,ELA2104,31-JAN-23,27-JUN-23
016574239,1101,2022,CON1140,19-APR-22,28-JUN-22
016574239,1101,2023,OTH2998,13-JUN-23,27-JUN-23
016574239,1101,2022,CON1120,19-APR-22,28-JUN-22
016574239,1101,2024,SCN1270,05-SEP-23,05-SEP-23
016574239,1101,2023,SST2772,31-JAN-23,27-JUN-23
016574239,1101,2023,CON2035,20-SEP-22,27-JAN-23
016574239,1101,2022,HCS3000,03-NOV-21,28-JAN-22
015593073,0590,2024,COM3285,14-FEB-24,26-JUN-24
015593073,0590,2022,SCN1270,31-AUG-21,28-JAN-22
015593073,0590,2023,MAT2793,31-AUG-22,27-JAN-23
015593073,0590,2023,FOD1030,31-JAN-23,27-JUN-23
015593073,0590,2023,COM1035,03-OCT-22,27-JAN-23
015593073,0590,2023,FNA3400,31-JAN-23,27-JUN-23
015593073,0590,2024,COM2285,14-FEB-24,26-JUN-24
015593073,0590,2024,COM2145,14-FEB-24,26-JUN-24
015593073,0590,2024,FOD2050,15-FEB-24,26-JUN-24
015593073,0590,2023,FOD1010,31-JAN-23,27-JUN-23
015593073,0590,2024,SST3772,31-JAN-24,26-JUN-24
015593073,0590,2023,ELA2105,31-JAN-23,27-JUN-23
015593073,0590,2022,SST1771,31-JAN-22,28-JUN-22
015593073,0590,2023,COM1025,08-SEP-22,27-JAN-23
015593073,0590,2023,FOD1040,11-MAY-23,27-JUN-23
015593073,0590,2024,FOD2040,15-FEB-24,26-JUN-24
015593073,0590,2024,FOD2170,15-FEB-24,26-JUN-24
015593073,0590,2023,SCN2288,08-FEB-23,27-JUN-23
015593073,0590,2023,FOD1910,12-JUN-23,27-JUN-23
015593073,0590,2023,COM1055,06-DEC-22,27-JAN-23
015593073,0590,2024,COM2225,27-SEP-23,30-JAN-24
015593073,0590,2022,ELA1105,31-AUG-21,28-JAN-22
015593073,0590,2024,COM2035,17-NOV-23,30-JAN-24
015593073,0590,2024,COM3225,19-OCT-23,30-JAN-24
015593073,0590,2024,COM3035,14-FEB-24,26-JUN-24
015593073,0590,2023,COM1015,14-DEC-22,27-JAN-23
015593073,0590,2022,COM1275,13-DEC-21,28-JAN-22
015593073,0590,2022,MAT1791,31-JAN-22,28-JUN-22
015593073,0590,2023,SST2771,31-AUG-22,27-JAN-23
015593073,0590,2022,AGR3000,20-DEC-21,28-JUN-22
015593073,0590,2023,FOD1020,08-MAR-23,27-JUN-23
015593073,0590,2023,FOD1060,17-APR-23,27-JUN-23
015593073,0590,2024,COM2205,27-SEP-23,30-JAN-24
015593073,0590,2024,COM2045,04-DEC-23,30-JAN-24
015593073,0590,2023,SCN1288,31-JAN-23,27-JUN-23
015593073,0590,2022,COM1205,04-OCT-21,28-JAN-22
015593073,0590,2022,FAS1030,20-OCT-21,28-JUN-22
015593073,0590,2023,COM1145,04-NOV-22,27-JAN-23
015593073,0590,2022,FNA1400,31-JAN-22,28-JUN-22
015593073,0590,2022,FAS1060,08-FEB-22,28-JUN-22
015593073,0590,2022,COM1005,09-SEP-21,28-JAN-22
015593073,0590,2022,CTR1010,21-DEC-21,28-JUN-22
015593073,0590,2024,ELA3104,25-SEP-23,30-JAN-24
015593073,0590,2024,FOD2100,15-FEB-24,26-JUN-24
015593073,0590,2023,FNA2400,31-AUG-22,27-JAN-23
015593073,0590,2022,HCS3000,31-AUG-21,28-JUN-22
015593073,0590,2022,HCS3010,20-DEC-21,28-JUN-22
015593073,0590,2023,PED0770,31-AUG-22,27-JUN-23
015593073,0590,2024,COM3045,14-FEB-24,26-JUN-24
015593073,0590,2024,FOD2070,15-FEB-24,26-JUN-24
015593073,0590,2022,PED1445,31-JAN-22,28-JUN-22
015593073,0590,2022,COM1215,10-NOV-21,28-JAN-22
015593073,0590,2024,MAT3793,05-SEP-23,30-JAN-24
015593073,0590,2022,FAS1050,07-DEC-21,28-JUN-22
015593073,0590,2024,COM3285,14-FEB-24,26-JUN-24
015593073,0590,2022,SCN1270,31-AUG-21,28-JAN-22
015593073,0590,2023,MAT2793,31-AUG-22,27-JAN-23
015593073,0590,2023,FOD1030,31-JAN-23,27-JUN-23
015593073,0590,2023,COM1035,03-OCT-22,27-JAN-23
015593073,0590,2023,FNA3400,31-JAN-23,27-JUN-23
015593073,0590,2024,COM2285,14-FEB-24,26-JUN-24
015593073,0590,2024,COM2145,14-FEB-24,26-JUN-24
015593073,0590,2024,FOD2050,15-FEB-24,26-JUN-24
015593073,0590,2023,FOD1010,31-JAN-23,27-JUN-23
015593073,0590,2024,SST3772,31-JAN-24,26-JUN-24
015593073,0590,2023,ELA2105,31-JAN-23,27-JUN-23
015593073,0590,2022,SST1771,31-JAN-22,28-JUN-22
015593073,0590,2023,COM1025,08-SEP-22,27-JAN-23
015593073,0590,2023,FOD1040,11-MAY-23,27-JUN-23
015593073,0590,2024,FOD2040,15-FEB-24,26-JUN-24
015593073,0590,2024,FOD2170,15-FEB-24,26-JUN-24
015593073,0590,2023,SCN2288,08-FEB-23,27-JUN-23
015593073,0590,2023,FOD1910,12-JUN-23,27-JUN-23
015593073,0590,2023,COM1055,06-DEC-22,27-JAN-23
015593073,0590,2024,COM2225,27-SEP-23,30-JAN-24
015593073,0590,2022,ELA1105,31-AUG-21,28-JAN-22
015593073,0590,2024,COM2035,17-NOV-23,30-JAN-24
015593073,0590,2024,COM3225,19-OCT-23,30-JAN-24
015593073,0590,2024,COM3035,14-FEB-24,26-JUN-24
015593073,0590,2023,COM1015,14-DEC-22,27-JAN-23
015593073,0590,2022,COM1275,13-DEC-21,28-JAN-22
015593073,0590,2022,MAT1791,31-JAN-22,28-JUN-22
015593073,0590,2023,SST2771,31-AUG-22,27-JAN-23
015593073,0590,2022,AGR3000,20-DEC-21,28-JUN-22
015593073,0590,2023,FOD1020,08-MAR-23,27-JUN-23
015593073,0590,2023,FOD1060,17-APR-23,27-JUN-23
015593073,0590,2024,COM2205,27-SEP-23,30-JAN-24
015593073,0590,2024,COM2045,04-DEC-23,30-JAN-24
015593073,0590,2023,SCN1288,31-JAN-23,27-JUN-23
015593073,0590,2022,COM1205,04-OCT-21,28-JAN-22
015593073,0590,2022,FAS1030,20-OCT-21,28-JUN-22
015593073,0590,2023,COM1145,04-NOV-22,27-JAN-23
015593073,0590,2022,FNA1400,31-JAN-22,28-JUN-22
015593073,0590,2022,FAS1060,08-FEB-22,28-JUN-22
015593073,0590,2022,COM1005,09-SEP-21,28-JAN-22
015593073,0590,2022,CTR1010,21-DEC-21,28-JUN-22
015593073,0590,2024,ELA3104,25-SEP-23,30-JAN-24
015593073,0590,2024,FOD2100,15-FEB-24,26-JUN-24
015593073,0590,2023,FNA2400,31-AUG-22,27-JAN-23
015593073,0590,2022,HCS3000,31-AUG-21,28-JUN-22
015593073,0590,2022,HCS3010,20-DEC-21,28-JUN-22
015593073,0590,2023,PED0770,31-AUG-22,27-JUN-23
015593073,0590,2024,COM3045,14-FEB-24,26-JUN-24
015593073,0590,2024,FOD2070,15-FEB-24,26-JUN-24
015593073,0590,2022,PED1445,31-JAN-22,28-JUN-22
015593073,0590,2022,COM1215,10-NOV-21,28-JAN-22
015593073,0590,2024,MAT3793,05-SEP-23,30-JAN-24
015593073,0590,2022,FAS1050,07-DEC-21,28-JUN-22
027598953,1306,2023,ELA2105,31-JAN-23,27-JUN-23
027598953,1306,2024,SST3771,31-JAN-24,26-JUN-24
027598953,1306,2024,MAT3791,05-SEP-23,30-JAN-24
027598953,1306,2022,HCS2020,13-MAY-22,28-JUN-22
027598953,1306,2022,MAT1791,31-JAN-22,28-JUN-22
027598953,1306,2023,SCN3797,31-JAN-23,27-JUN-23
027598953,1306,2022,HCS3000,19-APR-22,28-JUN-22
027598953,1306,2022,COM1215,19-APR-22,28-JUN-22
027598953,1306,2024,SCN2231,05-SEP-23,30-JAN-24
027598953,1306,2022,COS1020,03-NOV-21,28-JAN-22
027598953,1306,2022,EST1070,03-NOV-21,28-JAN-22
027598953,1306,2022,AGR3000,19-APR-22,28-JUN-22
027598953,1306,2023,SCN2796,31-AUG-22,27-JAN-23
027598953,1306,2022,FOD1030,31-JAN-22,14-APR-22
027598953,1306,2024,ELA3105,05-SEP-23,30-JAN-24
027598953,1306,2023,SST2771,31-AUG-22,27-JAN-23
027598953,1306,2022,FOD1020,31-JAN-22,14-APR-22
027598953,1306,2024,SCN3230,31-JAN-24,26-JUN-24
027598953,1306,2022,LDC1092,31-AUG-21,02-NOV-21
027598953,1306,2022,ELA1105,31-AUG-21,28-JAN-22
027598953,1306,2023,SCN2797,31-AUG-22,27-JAN-23
027598953,1306,2022,PED1445,31-AUG-21,28-JAN-22
027598953,1306,2022,SST1771,31-JAN-22,28-JUN-22
027598953,1306,2023,MAT2791,31-JAN-23,27-JUN-23
027598953,1306,2022,SCN1270,31-AUG-21,28-JAN-22
027598953,2239,2024,MAT3211,05-FEB-24,26-JUN-24
027598953,1306,2022,PED0770,31-JAN-22,28-JUN-22
027598953,1306,2023,SCN3796,31-JAN-23,27-JUN-23
027598953,1306,2022,COS1010,03-NOV-21,28-JAN-22
027598953,1306,2022,COM1205,19-APR-22,28-JUN-22
027598953,1306,2022,COM1005,19-APR-22,28-JUN-22
027598953,1306,2022,FOD1010,31-JAN-22,14-APR-22
021008009,1203,2023,SST2772,31-JAN-23,27-JUN-23
021008009,1203,2022,MEC1040,01-MAR-22,28-JUN-22
021008009,1203,2022,CON1140,02-MAY-22,28-JUN-22
021008009,1203,2022,SST1772,31-AUG-21,28-JAN-22
021008009,1203,2023,MAT2793,31-AUG-22,27-JAN-23
021008009,1203,2022,PED0770,31-JAN-22,28-JUN-22
021008009,1203,2022,FAB1048,02-MAY-22,28-JUN-22
021008009,1203,2023,OTH3998,17-APR-23,27-JUN-23
021008009,1203,2022,SCN1288,21-SEP-21,28-JAN-22
021008009,1203,2023,FOD2040,06-MAR-23,27-JUN-23
021008009,1203,2022,FAB1010,02-MAY-22,28-JUN-22
021008009,1203,2022,PED1445,31-AUG-21,28-JAN-22
021008009,2239,2022,CTR1010,17-NOV-21,01-MAR-22
021008009,1203,2023,FOD1020,03-OCT-22,27-JAN-23
021008009,1203,2022,HCS2020,31-AUG-21,28-JAN-22
021008009,1203,2022,SCN1270,31-AUG-21,20-SEP-21
021008009,2239,2022,HCS3000,14-OCT-21,16-NOV-21
021008009,1203,2022,OTH1998,02-MAY-22,28-JUN-22
021008009,2239,2022,AGR3000,14-OCT-21,17-NOV-21
021008009,1203,2023,PED2445,31-AUG-22,27-JAN-23
021008009,2239,2023,SCN2288,31-JAN-23,20-JUN-23
021008009,1203,2023,ELA2104,31-AUG-22,27-JAN-23
021008009,1203,2022,REC1040,14-FEB-22,28-JUN-22
021008009,1203,2022,MAT1793,31-JAN-22,28-JUN-22
021008009,1203,2023,OTH2998,17-APR-23,27-JUN-23
021008009,1203,2023,FOD1010,31-AUG-22,27-JAN-23
021008009,1203,2023,PED3445,31-JAN-23,27-JUN-23
021008009,1203,2022,REC2040,09-MAY-22,28-JUN-22
021008009,1203,2022,CON1010,02-MAY-22,28-JUN-22
021008009,1203,2022,ELA1104,31-JAN-22,28-JUN-22
021008009,1203,2024,ELA3104,05-SEP-23,30-JAN-24
021008009,1203,2024,SST3772,31-JAN-24,26-JUN-24
021008009,1203,2024,RAP1663,05-SEP-23,
021008009,1203,2023,SST2772,31-JAN-23,27-JUN-23
021008009,1203,2022,MEC1040,01-MAR-22,28-JUN-22
021008009,1203,2022,CON1140,02-MAY-22,28-JUN-22
021008009,1203,2022,SST1772,31-AUG-21,28-JAN-22
021008009,1203,2023,MAT2793,31-AUG-22,27-JAN-23
021008009,1203,2022,PED0770,31-JAN-22,28-JUN-22
021008009,1203,2022,FAB1048,02-MAY-22,28-JUN-22
021008009,1203,2023,OTH3998,17-APR-23,27-JUN-23
021008009,1203,2022,SCN1288,21-SEP-21,28-JAN-22
021008009,1203,2023,FOD2040,06-MAR-23,27-JUN-23
021008009,1203,2022,FAB1010,02-MAY-22,28-JUN-22
021008009,1203,2022,PED1445,31-AUG-21,28-JAN-22
021008009,2239,2022,CTR1010,17-NOV-21,01-MAR-22
021008009,1203,2023,FOD1020,03-OCT-22,27-JAN-23
021008009,1203,2022,HCS2020,31-AUG-21,28-JAN-22
021008009,1203,2022,SCN1270,31-AUG-21,20-SEP-21
021008009,2239,2022,HCS3000,14-OCT-21,16-NOV-21
021008009,1203,2022,OTH1998,02-MAY-22,28-JUN-22
021008009,2239,2022,AGR3000,14-OCT-21,17-NOV-21
021008009,1203,2023,PED2445,31-AUG-22,27-JAN-23
021008009,2239,2023,SCN2288,31-JAN-23,20-JUN-23
